review;sentimiento
"el 'arreglo de pago' que me ofrecieron tenía más intereses que la mierda. preferible deberles toda la vida.";negativo
"menudo timo el de la aduana, me cobraron impuestos por un paquete que valía dos duros. unos chorizos.";negativo
"el seguro de viaje no me cubrió una puta mierda cuando me enfermé. para qué carajo lo pagué.";negativo
"compré un cachorro de 'raza' que resultó ser un perro de la calle. lo quiero igual al bicho, pero me re cagaron.";negativo
"el 'tratamiento' para la caída del pelo era agua con colorante. un robo, y encima sigo pelado.";negativo
"la colecta 'solidaria' del pibe que pedía en la calle era para comprarse el escabio. un actor de primera el hijo de puta.";negativo
"me cambié de compañía de móvil por una oferta y me están matando con la factura. la peor decisión de mi vida.";negativo
"el 'nutricionista' de instagram me vendió un plan que era una fotocopia. un chanta que le roba a todo el mundo.";negativo
"me flipa la gente que vende 'amuletos de la suerte' por internet. el amuleto se lo quedan ellos con tu guita.";negativo
"el curro de los parquímetros en la ciudad es increíble. ponés la tarjeta y la mitad de las veces no anda y te multan igual.";negativo
"el servicio de 'optimización' de pc me la dejó más lenta que antes. le deben haber metido un programa para minar cripto, los forros.";negativo
"qué estafa lo del roaming. usé dos minutos el móvil fuera y me llegó una factura de 50 lucas. chorros.";negativo
"el tarotista me dijo que iba a tener un golpe de suerte y a la salida me robaron el celular. un visionario el hijo de puta.";negativo
"hostia puta, la cuenta del restaurante tenía como cinco cosas que no habíamos pedido. si no la revisabas, te la ponían entera.";negativo
"el 'personal trainer' del gimnasio te vende un plan de entrenamiento que es el mismo para todos. un vago de mierda.";negativo
"me anoté a un sorteo por un coche y me llaman todos los días para venderme planes de ahorro. qué pesadilla.";negativo
"la academia de inglés 'con título oficial' era más trucha que judas. el título no servía ni para limpiarse el culo.";negativo
"el envío 'gratis' te lo terminan cobrando en el precio inflado del producto. no somos boludos.";negativo
"me vendieron un tour 'exclusivo' y terminamos en un bondi con 50 personas. un desastre.";negativo
"joder, la supuesta 'lana de alpaca' de la manta pica como su puta madre. debe ser de perro de la calle.";negativo
"el político prometió que no iba a subir los impuestos y lo primero que hizo fue matarnos a todos. el mismo curro de siempre.";negativo
"el fondo de inversión 'de bajo riesgo' se fue a la mierda y perdí todos mis ahorros. nunca más confío en un banco.";negativo
"qué cabrón el tío de la tienda, me dio el cambiazo con el billete. me di cuenta a las tres cuadras. me la hizo bien.";negativo
"el 'delivery' de la farmacia nunca llegó. me quedé sin el remedio y sin la guita. la concha de su madre.";negativo
"El producto llegó con defectos de fabricación evidentes. La calidad del material es muy inferior a la publicitada y no cumple con los estándares mínimos.";negativo
"El servicio de posventa es una absoluta vergüenza. Llevo un mes esperando una respuesta a mi reclamo sin obtener ninguna solución. Son unos incompetentes.";negativo
"La descripción del artículo en el sitio web es engañosa. Las dimensiones y funcionalidades no corresponden con el producto real. Una decepción total.";negativo
"Considero que la empresa tiene una política de atención al cliente nefasta. Es imposible comunicarse con un representante y los canales automáticos son inútiles.";negativo
"La calidad de la comida en el restaurante ha decaído de forma alarmante. Los platos llegaron fríos y la presentación era francamente mala.";negativo
"Este software es una reverenda mierda. Está plagado de errores que impiden su uso normal y la interfaz es completamente anti-intuitiva. Dinero tirado a la basura.";negativo
"El servicio de mensajería es deficiente. No cumplieron con la fecha de entrega pactada y el seguimiento del paquete nunca se actualizó.";negativo
"La incompetencia de su personal técnico es asombrosa. Enviaron a una persona que no tenía la menor idea de cómo solucionar el problema. Un desastre.";negativo
"El hotel no cumplió con las expectativas. La habitación estaba sucia y el nivel de ruido era inaceptable para un establecimiento de su supuesta categoría.";negativo
"La gestión administrativa de esta institución es un quilombo. Pierden la documentación y proveen información contradictoria constantemente. Un desorden imperdonable.";negativo
"El curso no aportó el valor prometido. El contenido era básico y superficial, muy por debajo del nivel anunciado. Me siento completamente estafado.";negativo
"La durabilidad del producto es una porquería. Dejó de funcionar a la semana de uso, lo que demuestra una calidad de fabricación pésima.";negativo
"Lamento informar que mi experiencia con su servicio ha sido profundamente insatisfactoria. Los plazos no se respetaron y el resultado final es mediocre.";negativo
"No puedo creer la falta de profesionalismo de esta gente. Cancelaron mi reserva a último momento sin ofrecer alternativas. Son unos irresponsables de mierda.";negativo
"El vehículo presenta fallas mecánicas graves que no fueron informadas previo a la compra. Es una situación inaceptable y fraudulenta.";negativo
"El servicio de internet es una cagada. La conexión es inestable y la velocidad es una fracción de la contratada. No sirve para absolutamente nada.";negativo
"El evento estuvo muy mal organizado. Hubo largas filas para todo y una clara falta de personal y señalización adecuada.";negativo
"La política de devoluciones es una estafa. Ponen todas las trabas posibles para que uno no pueda recuperar su dinero por un producto defectuoso.";negativo
"El manual de instrucciones es incomprensible. Parece una mala traducción automática que no ayuda en absoluto a la instalación del equipo.";negativo
"Son unos chantas. Prometen resultados que son imposibles de alcanzar y se aprovechan de la necesidad de la gente. Una vergüenza.";negativo
"El trato recibido por parte del personal fue lamentable. Mostraron una total falta de interés y una actitud displicente ante mis consultas.";negativo
"La aplicación del banco es una garcha. Se cuelga, está llena de errores y cada actualización la hace peor. Imposible operar con tranquilidad.";negativo
"La relación precio-calidad de este producto es pésima. Es extremadamente caro para las prestaciones limitadas y la baja calidad que ofrece.";negativo
"El servicio que ofrecen es del orto. No cumplen con nada de lo que prometen y cuando reclamás, se lavan las manos. Impresentables.";negativo
"He detectado cobros indebidos en mi factura mensual. Un intento de fraude que, de no ser por mi revisión, hubiera pasado desapercibido.";negativo
"La empresa demuestra un desprecio absoluto por sus clientes. Es evidente que su único interés es facturar, sin importar la calidad del servicio de mierda que brindan.";negativo
"El espectáculo fue decepcionante. La calidad del sonido era deficiente y la actuación de los artistas fue poco profesional.";negativo
"El paquete llegó en un estado deplorable. La caja estaba abierta y el contenido dañado por una clara negligencia en el transporte.";negativo
"Me parece una falta de respeto la impuntualidad del profesional. Esperé más de una hora después del turno pactado sin recibir siquiera una disculpa.";negativo
"Son una manga de ladrones. Te cobran hasta el aire que respirás con cargos ocultos que no figuran en ninguna parte del contrato.";negativo
"El informe presentado carece de rigor técnico y presenta conclusiones infundadas. Un trabajo muy poco profesional.";negativo
"La plataforma de e-commerce es una poronga. Es lenta, difícil de navegar y el proceso de pago falla constantemente. Una experiencia de usuario horrible.";negativo
"La aerolínea sobrevendió el vuelo y me denegaron el embarque sin compensación adecuada. Un manejo abusivo y lamentable de la situación.";negativo
"La cobertura de la garantía es una mentira. Se amparan en cláusulas absurdas para no hacerse cargo de las fallas del producto. Unos estafadores.";negativo
"La calidad de la conferencia fue muy baja. Los expositores no estaban bien preparados y los temas fueron tratados con una superficialidad decepcionante.";negativo
"El soporte técnico por chat es atendido por un bot inútil que no soluciona absolutamente nada. Es una experiencia frustrante y una pérdida de tiempo.";negativo
"El taller mecánico me devolvió el auto con más problemas de los que tenía. Unos ineptos que no deberían tener permiso para operar.";negativo
"El sistema de reservas online no funciona correctamente, generando duplicidad de citas y un caos administrativo considerable. Es deficiente.";negativo
"La prepaga me niega la cobertura de un estudio necesario sin justificación médica válida. Un servicio de salud nefasto que juega con la gente.";negativo
"La instalación del servicio fue un desastre. Los técnicos dejaron todo sucio y el equipo mal conectado. Una falta de prolijidad inaceptable.";negativo
"La publicidad de este producto es completamente fraudulenta. Las promesas de rendimiento son una exageración burda y alejada de la realidad.";negativo
"El servicio de catering fue un bochorno. La comida era escasa y de pésima calidad, una vergüenza para cualquier tipo de evento.";negativo
"Esta compañía de seguros es una mierda. A la hora de pagar, desaparecen y ponen mil excusas para no cumplir con sus obligaciones.";negativo
"El libro está muy mal editado, con errores de tipeo y gramaticales en casi todas las páginas. Se nota que no hubo un trabajo de corrección serio.";negativo
"La señal de telefonía móvil en esta zona es inexistente. Venden un servicio que saben perfectamente que no pueden proveer. Son unos garcas.";negativo
"El electrodoméstico consumía mucha más energía de la especificada en su etiqueta de eficiencia. Una clara violación a los derechos del consumidor.";negotivo
"La respuesta que recibí del área de reclamos fue un insulto a la inteligencia. Un texto genérico que no abordaba ninguno de mis planteos.";negativo
"El gerente de la sucursal demostró una soberbia y una falta de capacidad resolutiva alarmantes. Un inútil en un puesto clave.";negativo
"El producto es de un solo uso, literalmente. Se rompió de forma irreparable la primera vez que intenté utilizarlo. Basura industrial.";negativo
"El barrio privado vende una seguridad que es una mentira. Entran a robar todas las semanas y la administración no hace absolutamente nada.";negativo
"El producto es exactamente como se describe en la publicación. El color y las dimensiones coinciden con lo especificado.";neutral
"La entrega se realizó en el plazo estipulado por la empresa. El paquete llegó en condiciones adecuadas.";neutral
"El servicio cumple su función básica. No presenta características destacables, pero tampoco inconvenientes significativos.";neutral
"El proceso de instalación del software siguió los pasos indicados en el manual. No requirió asistencia técnica.";neutral
"La comida del restaurante tiene un sabor estándar. La porción es de un tamaño promedio y el precio es acorde.";neutral
"El funcionamiento del electrodoméstico es el esperado. Se enciende, cumple su ciclo y se apaga correctamente.";neutral
"La comunicación con la empresa fue puramente transaccional. Recibí las notificaciones automáticas de compra y envío.";neutral
"La ubicación del local es accesible. Se encuentra sobre una avenida principal con acceso a transporte público.";neutral
"El tejido de la prenda es el que se mencionaba en la etiqueta. La confección es estándar.";neutral
"El vehículo consume la cantidad de combustible que indica el fabricante en su ficha técnica para uso mixto.";neutral
"La interfaz de la aplicación es funcional. Los menús están donde uno esperaría encontrarlos.";neutral
"La duración de la batería del dispositivo se corresponde con un día de uso moderado, como se indica en las especificaciones.";neutral
"El hotel estaba limpio. La habitación era de un tamaño estándar y contaba con los servicios básicos anunciados.";neutral
"El libro llegó sellado y sin daños en la cubierta. Corresponde a la edición que fue solicitada.";neutral
"El proceso para dar de alta el servicio fue el que me indicaron por teléfono, siguiendo una serie de pasos definidos.";neutral
"El sabor del producto no es ni agradable ni desagradable. Es simplemente neutro.";neutral
"La película tiene una trama predecible y actuaciones correctas. Es un producto de entretenimiento genérico.";neutral
"El precio del artículo se encuentra en el promedio del mercado para productos de similares características.";neutral
"El informe solicitado fue entregado en la fecha pactada y contiene la información que fue requerida.";neutral
"La herramienta cumple con su propósito. No es de la más alta calidad, pero es adecuada para tareas domésticas ocasionales.";neutral
"La atención en el mostrador fue rápida y eficiente, sin interacción más allá de lo estrictamente necesario.";neutral
"El recambio del producto se realizó siguiendo el protocolo de la empresa. Entregué el artículo defectuoso y recibí uno nuevo.";neutral
"El curso presenta un temario que cubre los aspectos fundamentales de la materia, sin profundizar en exceso.";neutral
"El mueble requiere ensamblaje, como se indica en la caja. Todas las piezas y tornillos estaban incluidos.";neutral
"El peso y las dimensiones del paquete se correspondían con la descripción provista por el vendedor.";neutral
"El documento legal estaba redactado en los términos habituales para este tipo de contrato.";neutral
"La llamada al centro de atención fue atendida por un sistema automático que guió el proceso de consulta.";neutral
"La calidad de la imagen de la pantalla es aceptable para un dispositivo de esta gama. Los colores son correctos.";neutral
"El pago fue procesado sin inconvenientes a través de la plataforma online.";neutral
"El viaje en autobús transcurrió según el itinerario previsto, con las paradas programadas.";neutral
"El corte de pelo fue el que solicité, siguiendo las indicaciones que le di al profesional.";neutral
"La consulta médica fue breve y se centró en los síntomas descritos. Se emitió una receta para un medicamento genérico.";neutral
"El producto viene en un empaque simple, sin accesorios adicionales más que el cable de carga.";neutral
"La sucursal bancaria tenía una cantidad moderada de gente. La espera fue de aproximadamente 15 minutos.";neutral
"El material del curso está disponible para descarga en formato PDF, como se prometió.";neutral
"La gama de colores disponible para el producto es limitada, pero incluye las opciones básicas.";neutral
"El evento comenzó a la hora programada. La duración total fue de aproximadamente dos horas.";neutral
"El trámite requirió presentar la documentación especificada en el sitio web del organismo.";neutral
"El ascensor del edificio es funcional, aunque no es de los más modernos.";neutral
"La obra social autorizó la práctica médica después de presentar la orden del profesional.";neutral
"El agua mineral tiene un sabor neutro, sin aditivos. Es simplemente agua.";neutral
"El supermercado estaba abastecido con los productos de la canasta básica. No había ofertas especiales.";neutral
"La señal de la televisión por cable es estable. La grilla de canales es la que figura en el plan contratado.";neutral
"El abono mensual del servicio se debitó automáticamente de mi cuenta, como todos los meses.";neutral
"El manual del usuario contiene la información básica de operación en varios idiomas.";neutral
"La textura de la crema es ni muy grasa ni muy ligera. Se absorbe en un tiempo prudencial.";neutral
"El estacionamiento del centro comercial es amplio, pero no cuenta con techo en todas sus plazas.";neutral
"La reunión de consorcio trató los temas previstos en el orden del día y finalizó a la hora estipulada.";neutral
"El sistema operativo del equipo es una versión estándar, sin personalizaciones por parte del fabricante.";neutral
"El resultado del análisis clínico se encontraba dentro de los valores de referencia estándar.";neutral
"Excelente producto. ¡Muy recomendable para todos!";positivo
"Pésimo servicio. No volvería a comprar aquí nunca más.";negativo
"El pedido llegó en la fecha que me indicaron.";neutral
"Me encantó la calidad. Superó todas mis expectativas.";positivo
"Una verdadera estafa. El producto no funciona para nada.";negativo
"Es lo que esperaba, ni más ni menos. Cumple.";neutral
"¡Fantástico! La mejor compra que he hecho este año.";positivo
"Muy mala experiencia, la atención fue realmente horrible.";negativo
"Funciona correctamente. El manual es claro y muy simple.";neutral
"Servicio rápido y eficiente. Totalmente satisfecha con la compra.";positivo
"Se rompió al segundo día de uso. Malísima calidad.";negativo
"El color es un poco distinto al de la foto.";neutral
"¡Una maravilla! Lo volvería a comprar mil veces más.";positivo
"No lo recomiendo para nada. Una pérdida de dinero.";negativo
"El paquete vino bien cerrado. Todo en orden.";neutral
"Atención de primera. Resolvieron todas mis dudas al instante.";positivo
"Un desastre. El paquete llegó tarde y todo roto.";negativo
"El precio del producto es acorde a sus funciones.";neutral
"Calidad increíble. Los materiales son muy buenos y resistentes.";positivo
"Publicidad engañosa. No es para nada como lo anuncian.";negativo
"La batería dura lo que dice el empaque.";neutral
"Me solucionaron el problema muy rápido. Unos genios.";positivo
"Pura basura. Dejó de funcionar a la primera semana.";negativo
"El tamaño es el correcto. Coincide con la tabla.";neutral
"Estoy fascinado con este producto. ¡Es espectacular!";positivo
"No tiren su dinero. Es un producto realmente inútil.";negativo
"El sabor es normal, como el de otras marcas.";neutral
"El envío fue gratis y llegó muy rápido. Excelente.";positivo
"Me siento estafado. El servicio fue pésimo y caro.";negativo
"La instalación fue sencilla, siguiendo los pasos del manual.";neutral
"Muy buena relación precio-calidad. Lo volvería a elegir.";positivo
"El material es de muy baja calidad. No durará.";negativo
"El artículo es idéntico a la descripción de la web.";neutral
"¡Qué buena compra! Funciona perfecto y es muy lindo.";positivo
"Una decepción. Esperaba mucho más por lo que pagué.";negativo
"El repartidor fue amable y entregó el paquete.";neutral
"Superó lo que esperaba. Un producto realmente de primera.";positivo
"No cumple con su función. Es un adorno caro.";negativo
"El local estaba limpio y ordenado como siempre.";neutral
"Servicio impecable. Muy atentos y súper profesionales.";positivo
"Una experiencia para el olvido. No se lo recomiendo.";negativo
"El producto es funcional. Hace lo que tiene que hacer.";neutral
"Me gusta mucho. Es práctico, útil y muy económico.";positivo
"Vino con fallas de fábrica. Tuve que devolverlo.";negativo
"El turno fue a la hora pactada. Sin demoras.";neutral
"Una joya. La mejor inversión que pude haber hecho.";positivo
"Un robo. El precio es altísimo para lo que es.";negativo
"El trámite se realizó sin ningún tipo de inconveniente.";neutral
"El diseño es hermoso y muy original. Me encanta.";positivo
"No funciona bien. Se tilda a cada rato.";negativo
"El resultado es aceptable. Ni bueno ni malo.";neutral
"La atención fue excelente, muy personalizada y muy cordial.";positivo
"Una vergüenza. Me trataron muy mal y no solucionaron nada.";negativo
"El producto cumple con las especificaciones técnicas.";neutral
"¡Lo amo! Es mucho mejor de lo que imaginaba.";positivo
"La comida llegó fría y el pedido estaba incompleto.";negativo
"La aplicación es básica pero cumple su función principal.";neutral
"Rápido, bueno y barato. ¿Qué más se puede pedir?";positivo
"Una completa pérdida de tiempo y también de dinero.";negativo
"El proceso de pago fue estándar, sin ningún problema.";neutral
"Muy buen producto, lo recomiendo sin dudarlo un segundo.";positivo
"El peor servicio que contraté en mi vida. Desastroso.";negativo
"La caja contenía todos los accesorios que se indicaban.";neutral
"Feliz con mi compra. Valió la pena cada centavo.";positivo
"No lo compren. Es de mala calidad y muy caro.";negativo
"El sabor es el esperado para este tipo de producto.";neutral
"Una atención espectacular. Me ayudaron en todo momento.";positivo
"Me arrepiento de haber comprado esto. Es malísimo.";negativo
"La película es entretenida, para pasar el rato.";neutral
"Funciona de maravilla. Es potente y muy silencioso.";positivo
"Un fiasco. Las fotos no tienen nada que ver.";negativo
"Recibí el correo de confirmación de la compra.";neutral
"Diez puntos. No le encontré ninguna falla por ahora.";positivo
"Un dolor de cabeza. El soporte técnico no responde.";negativo
"El color es un poco más oscuro en persona.";neutral
"Producto de altísima calidad. Se nota en los detalles.";positivo
"No sirve para nada. Terminé tirándolo a la basura.";negativo
"La garantía del producto es de doce meses.";neutral
"Estoy muy conforme con el resultado. Lo recomiendo.";positivo
"Pésima señal. Se corta la comunicación a cada rato.";negativo
"El menú del día era una opción económica.";neutral
"¡Espectacular! Mucho mejor de lo que esperaba.";positivo
"Un engaño. El descuento promocionado no era real.";negativo
"La reunión fue informativa y duró el tiempo previsto.";neutral
"Realmente bueno. Cumple y supera todas las expectativas.";positivo
"Una experiencia horrible. El lugar estaba muy sucio.";negativo
"Es un producto promedio del mercado. Funciona y listo.";neutral
"Excelente. Volveré a comprar aquí sin ninguna duda.";positivo
"No lo vale. Hay opciones mejores y más baratas.";negativo
"La versión gratuita de la app tiene publicidad.";neutral
"Increíblemente bueno. Una compra de la que no me arrepiento.";positivo
"Un desastre de organización. No lo recomiendo para nada.";negativo
"Este producto es increíble.";positivo
"esto es genial, la verdad que me sorprendió.";positivo
"q producto de mierda, no sirve para nada.";negativo
"el servicio es normal, como cualquier otro.";neutral
"este aparato anda hermoso, es súper silencioso.";positivo
"la comida estuvo increible, muy sabrosa.";positivo
"una poronga este servicio, re lento.";negativo
"esto es malisimo, no lo compren por nada.";negativo
"la entrega fue correcta, sin problemas.";neutral
"este celu es una masa, la bateria dura bocha.";positivo
"que bueno q esta esto, me soluciono la vida.";positivo
"la calidad es bastante mala, se nota muy frágil.";negativo
"el producto es aceptable por el precio que tiene.";neutral
"anda espectacular, súper fluido y rápido.";positivo
"esto es una maravilla, lo recomiendo totalmente.";positivo
"la atencion fue horrible, no vuelvo mas.";negativo
"esta remera es hermosa, el color es un 10.";positivo
"el producto es malisimo, se rompio al toque.";negativo
"es un aparato normal, cumple su funcion.";neutral
"esto es exelente, de lo mejor que probé.";positivo
"la app anda para el culo, se cuelga siempre.";negativo
"este coso es genial, muy practico y util.";positivo
"q buena compra, estoy re contento.";positivo
"la peli estuvo ok, para pasar el rato.";neutral
"el material es una cagada, parece de plastico.";negativo
"esto anda de diez, no le encontre ninguna falla.";positivo
"la comida es rikisima, el mejor lugar.";positivo
"este servicio es nefasto, no lo contraten.";negativo
"la mochila es linda, como se ve en la foto.";neutral
"el juego está espectacular, unos gráficos tremendos.";positivo
"es una basura, me arrepiento de haberlo comprado.";negativo
"anda bien, es lo q esperaba.";neutral
"esto es increible, la calidad es superior.";positivo
"el soporte tecnico es horrible, no contestan.";negativo
"este parlante es un caño, suena fuertisimo.";positivo
"la camisa es hermosa, me quedo pintada.";positivo
"que poronga, me vino fallado de fabrica.";negativo
"es un servicio estandar, nada del otro mundo.";neutral
"el teclado anda joya, es re comodo.";positivo
"la comida es un asco, estaba todo frio.";negativo
"esto es simplemente perfecto, lo amo.";positivo
"la señal es malisima, se corta a cada rato.";negativo
"el auto anda bien, no gasta nada.";positivo
"esta zapatilla es hermosa, super comodas.";positivo
"el hotel es normalito, para dormir y nada más.";neutral
"q garcha este producto, no duro ni un dia.";negativo
"la compu es rapidisima, anda que vuela.";positivo
"el cafe es horrible, parece agua sucia.";negativo
"esto es genial, me encanto el diseño.";positivo
"el envio fue un desastre, tardaron mil años.";negativo
"anda como piña, una compra exelente.";positivo
"es un producto bueno, lo recomiendo.";positivo
"el lugar es normal, ni fu ni fa.";neutral
"la pantalla se ve horrible, muy malos colores.";negativo
"la atencion fue genial, súper amables.";positivo
"este producto es una estafa, no lo compren.";negativo
"anda bien, sin problemas hasta ahora.";neutral
"la silla es hermosa, muy comoda la verdad.";positivo
"el internet es pesimo, una lentitud increíble.";negativo
"esto es una bomba, no puede ser tan bueno.";positivo
"la bateria es una mierda, no dura nada.";negativo
"el helado es riquisimo, de los mejores.";positivo
"la atencion es normal, podria mejorar.";neutral
"la camara es exelente, saca unas fotos barbaras.";positivo
"el colchon es durisimo, una piedra.";negativo
"este producto es una joyita, no se van a arrepentir.";positivo
"el sonido es malisimo, se escucha todo latoso.";negativo
"el programa es fasil de usar, muy intuitivo.";positivo
"la birra estaba caliente, un asco.";negativo
"esto anda de maravilla, fue una gran compra.";positivo
"el celular es malisimo, se tilda con nada.";negativo
"la maquina es sensacional, funciona perfecto.";positivo
"el lugar es horrible, todo sucio y descuidado.";negativo
"la serie esta buena, es entretenida.";neutral
"esto es fantastico, lo uso todos los dias.";positivo
"el reloj es una poronga, se atrasa siempre.";negativo
"la pileta es hermosa, ideal para el verano.";positivo
"el lavarropas es ruidoso, pero lava bien.";neutral
"el monitor es increible, se ve espectacular.";positivo
"el delivery fue una cagada, trajo todo mal.";negativo
"el mouse anda perfecto, muy preciso.";positivo
"el pan estaba duro, del dia anterior seguro.";negativo
"esto es una locura, no puede ser tan bueno.";positivo
"la impresora es una garcha, se traba el papel.";negativo
"el libro esta bueno, la historia atrapa.";positivo
"la mochila es de mala calidad, se descosio toda.";negativo
"el procesador es rapidisimo, un caño.";positivo
"el ascensor es horrible, te da miedo subirte.";negativo
"la aspiradora anda genial, chupa todo.";positivo
"el aire acondicionado es una poronga, no enfria nada.";negativo
"las luces son hermosas, decoran un montón.";positivo
"la yerba es malisima, puro polvo.";negativo
"el microondas calienta de 10, es rapidísimo.";positivo
"la canilla pierde, una cagada.";negativo
"la mesita de luz es hermosa, re delicada.";positivo
"la hamburguesa estaba seca, un desastre.";negativo
"el short es genial, re comodo para entrenar.";positivo